PIB_anual
5.296473838
-0.60549239
0.131917169
1.422671242
4.295714251
3.032573659
4.944514348
3.204123017
1.40029037
-4.700338863
5.11019849
4.044613879
4.018173869
1.360077144
2.245308567
2.464955925
